model,hit,merge,hit_ms,merge_ms,agree
random_magma_n8_k2_definable_eq_i26.model,DEFINABLE,DEFINABLE,0.487,0.179,1
random_magma_n8_k2_definable_eq_i27.model,DEFINABLE,DEFINABLE,0.394,0.168,1
random_magma_n8_k2_definable_eq_i28.model,DEFINABLE,DEFINABLE,0.384,0.197,1
random_magma_n8_k2_definable_eq_i29.model,DEFINABLE,DEFINABLE,0.415,0.217,1
random_magma_n8_k2_definable_eq_i3.model,DEFINABLE,DEFINABLE,0.380,0.182,1
random_magma_n8_k2_definable_eq_i4.model,DEFINABLE,DEFINABLE,0.424,0.209,1
random_magma_n8_k2_definable_eq_i5.model,DEFINABLE,DEFINABLE,0.536,0.198,1
random_magma_n8_k2_definable_eq_i6.model,DEFINABLE,DEFINABLE,0.394,0.167,1
random_magma_n8_k2_definable_eq_i7.model,DEFINABLE,DEFINABLE,0.418,0.196,1
random_magma_n8_k2_definable_eq_i8.model,DEFINABLE,DEFINABLE,0.417,0.204,1
random_magma_n8_k2_definable_eq_i9.model,DEFINABLE,DEFINABLE,0.423,0.185,1
random_magma_n8_k2_nondef_mix_i0.model,DEFINABLE,DEFINABLE,4.344,1.245,1
random_magma_n8_k2_nondef_mix_i1.model,DEFINABLE,DEFINABLE,4.605,1.348,1
random_magma_n8_k2_nondef_mix_i10.model,NOT_DEFINABLE,NOT_DEFINABLE,0.200,0.866,1
random_magma_n8_k2_nondef_mix_i11.model,NOT_DEFINABLE,NOT_DEFINABLE,0.511,0.113,1
random_magma_n8_k2_nondef_mix_i12.model,DEFINABLE,DEFINABLE,4.284,1.199,1
random_magma_n8_k2_nondef_mix_i13.model,DEFINABLE,DEFINABLE,4.450,1.249,1
random_magma_n8_k2_nondef_mix_i14.model,DEFINABLE,DEFINABLE,4.290,1.267,1
random_magma_n8_k2_nondef_mix_i15.model,DEFINABLE,DEFINABLE,4.359,1.258,1
random_magma_n8_k2_nondef_mix_i16.model,NOT_DEFINABLE,NOT_DEFINABLE,0.216,1.267,1
random_magma_n8_k2_nondef_mix_i17.model,DEFINABLE,DEFINABLE,4.403,1.243,1
random_magma_n8_k2_nondef_mix_i18.model,DEFINABLE,DEFINABLE,4.629,1.336,1
random_magma_n8_k2_nondef_mix_i19.model,DEFINABLE,DEFINABLE,4.540,1.328,1
random_magma_n8_k2_nondef_mix_i2.model,DEFINABLE,DEFINABLE,4.182,1.292,1
random_magma_n8_k2_nondef_mix_i20.model,DEFINABLE,DEFINABLE,4.312,1.283,1
random_magma_n8_k2_nondef_mix_i21.model,DEFINABLE,DEFINABLE,4.197,1.297,1
random_magma_n8_k2_nondef_mix_i22.model,DEFINABLE,DEFINABLE,4.221,1.248,1
random_magma_n8_k2_nondef_mix_i23.model,DEFINABLE,DEFINABLE,4.332,1.309,1
random_magma_n8_k2_nondef_mix_i24.model,DEFINABLE,DEFINABLE,4.419,1.243,1
random_magma_n8_k2_nondef_mix_i25.model,DEFINABLE,DEFINABLE,4.366,1.285,1
random_magma_n8_k2_nondef_mix_i26.model,DEFINABLE,DEFINABLE,4.371,1.263,1
random_magma_n8_k2_nondef_mix_i27.model,DEFINABLE,DEFINABLE,4.753,1.315,1
random_magma_n8_k2_nondef_mix_i28.model,NOT_DEFINABLE,NOT_DEFINABLE,0.303,1.296,1
random_magma_n8_k2_nondef_mix_i29.model,DEFINABLE,DEFINABLE,4.508,1.349,1
random_magma_n8_k2_nondef_mix_i3.model,DEFINABLE,DEFINABLE,4.275,1.384,1
random_magma_n8_k2_nondef_mix_i4.model,DEFINABLE,DEFINABLE,4.180,1.289,1
random_magma_n8_k2_nondef_mix_i5.model,DEFINABLE,DEFINABLE,4.406,1.283,1
random_magma_n8_k2_nondef_mix_i6.model,DEFINABLE,DEFINABLE,4.357,1.269,1
random_magma_n8_k2_nondef_mix_i7.model,DEFINABLE,DEFINABLE,4.558,1.308,1
random_magma_n8_k2_nondef_mix_i8.model,DEFINABLE,DEFINABLE,4.232,1.371,1
random_magma_n8_k2_nondef_mix_i9.model,DEFINABLE,DEFINABLE,4.345,1.252,1
random_magma_n8_k2_random_half_i0.model,DEFINABLE,DEFINABLE,4.360,1.278,1
random_magma_n8_k2_random_half_i1.model,NOT_DEFINABLE,NOT_DEFINABLE,0.201,1.294,1
random_magma_n8_k2_random_half_i10.model,DEFINABLE,DEFINABLE,4.845,1.368,1
random_magma_n8_k2_random_half_i11.model,DEFINABLE,DEFINABLE,4.256,1.220,1
random_magma_n8_k2_random_half_i12.model,DEFINABLE,DEFINABLE,4.624,1.343,1
random_magma_n8_k2_random_half_i13.model,DEFINABLE,DEFINABLE,3.991,1.195,1
random_magma_n8_k2_random_half_i14.model,DEFINABLE,DEFINABLE,4.619,1.363,1
random_magma_n8_k2_random_half_i15.model,DEFINABLE,DEFINABLE,4.420,1.275,1
random_magma_n8_k2_random_half_i16.model,DEFINABLE,DEFINABLE,4.377,1.329,1
random_magma_n8_k2_random_half_i17.model,DEFINABLE,DEFINABLE,4.536,1.377,1
random_magma_n8_k2_random_half_i18.model,DEFINABLE,DEFINABLE,4.359,1.264,1
random_magma_n8_k2_random_half_i19.model,DEFINABLE,DEFINABLE,4.394,1.323,1
random_magma_n8_k2_random_half_i2.model,DEFINABLE,DEFINABLE,4.451,1.318,1
random_magma_n8_k2_random_half_i20.model,DEFINABLE,DEFINABLE,4.327,1.304,1
random_magma_n8_k2_random_half_i21.model,DEFINABLE,DEFINABLE,4.422,1.318,1
random_magma_n8_k2_random_half_i22.model,DEFINABLE,DEFINABLE,4.370,1.375,1
random_magma_n8_k2_random_half_i23.model,NOT_DEFINABLE,NOT_DEFINABLE,0.243,1.258,1
random_magma_n8_k2_random_half_i24.model,NOT_DEFINABLE,NOT_DEFINABLE,0.161,1.227,1
random_magma_n8_k2_random_half_i25.model,DEFINABLE,DEFINABLE,4.507,1.322,1
random_magma_n8_k2_random_half_i26.model,NOT_DEFINABLE,NOT_DEFINABLE,0.347,1.222,1
random_magma_n8_k2_random_half_i27.model,DEFINABLE,DEFINABLE,4.369,1.292,1
random_magma_n8_k2_random_half_i28.model,DEFINABLE,DEFINABLE,4.156,1.287,1
random_magma_n8_k2_random_half_i29.model,DEFINABLE,DEFINABLE,4.295,1.266,1
random_magma_n8_k2_random_half_i3.model,DEFINABLE,DEFINABLE,3.968,1.198,1
random_magma_n8_k2_random_half_i4.model,DEFINABLE,DEFINABLE,5.994,1.302,1
random_magma_n8_k2_random_half_i5.model,DEFINABLE,DEFINABLE,4.592,1.428,1
random_magma_n8_k2_random_half_i6.model,DEFINABLE,DEFINABLE,4.284,1.316,1
random_magma_n8_k2_random_half_i7.model,NOT_DEFINABLE,NOT_DEFINABLE,0.233,1.310,1
random_magma_n8_k2_random_half_i8.model,DEFINABLE,DEFINABLE,4.193,1.292,1
random_magma_n8_k2_random_half_i9.model,DEFINABLE,DEFINABLE,4.214,1.284,1
